"","mT19_11.3.1","mT19_11.3.2","mT19_11.3.3","mT19_12.4.1","mT19_12.4.2","mT19_12.4.3","mT19_6.15.1","mT19_6.15.2","mT19_6.15.3","mT19_7.23.1","mT19_7.23.2","mT19_7.23.3","mT19_9.10.1","mT19_9.10.2","mT19_9.10.3","mT19_9.29.1","mT19_9.29.2","mT19_9.29.3"
"O53_1304_dfa3",40.22,18.53,19.77,10.29,9.68,40.65,158.85,95.86,16.88,38.57,96.06,40.48,97.64,255.5,106.81,28.4,36.19,35.76
"O53_2952_recR",109.42,98.3,158.55,178.57,130.22,169.82,199.91,197.79,189.86,46.35,52.73,73.66,95.7,86.35,105.19,122.85,115.57,108.94
"O53_4118_O53_4118",24.28,14.1,20.85,35.07,27.88,24.65,47.58,45.67,35.22,17.58,9.18,14.06,20.38,20.29,14.97,14.3,10.09,13.87
"O53_4083_O53_4083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4540_O53_4540",9.19,4.91,7.37,13.98,7.72,12.28,4.33,4.24,2.87,1.75,1.16,2.94,2.06,0.78,2.76,1.16,3.84,3.69
"O53_3353_O53_3353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3845_O53_3845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4870_O53_4870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3534_ftsH-3",1704.29,1528.36,1471.05,3873.04,3177.22,4846.65,1317.57,1194.48,920.27,727.36,838.4,559.82,834.39,701.17,1355.17,1805.26,1339.86,1253.88
"O53_1580_O53_1580",1076.09,500.2,465.77,37.2,15.26,15.18,242.63,16,45.8,226.03,92.38,221.94,706.39,254.94,536.57,1132.58,504.95,181.81
"O53_2768_O53_2768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4915_O53_4915",0,0.58,0.71,0,2.03,1.9,0,1.31,0,0,0,0,0,0,0,0,0,0
"O53_4508_O53_4508",19215.11,10182.03,11410.84,4577.59,4544.92,2122.17,5622.05,3007.59,7405.22,9817.8,11982.04,16163.11,15691.91,14803.82,21572.22,20899.76,10732.49,7851.02
"O53_4679_O53_4679",81.09,56.33,66.66,163.96,57.05,49.82,67.7,66.36,19.33,31.68,23.84,44.75,83.01,91.72,63.9,70.73,42.75,45.54
"O53_875_O53_875",124.91,127.05,114.57,107.68,125.57,78.71,76.29,81.13,62.98,56.15,49.61,58.99,60.89,70.16,67.15,59.22,64.92,60.44
"O53_3199_O53_3199",21.31,22.36,26.85,18.89,16.42,11.83,16.41,26.69,46.31,13.83,15.99,14.86,16.23,20.22,13.91,22.42,11.96,23.3
"O53_394_ahcY",4552.01,4931.8,4934.19,4328.4,4586.26,4557.81,2721.12,2423.56,3000.18,2082.06,2629.59,2254.89,3319.33,2468,3136.6,3566.05,3550.88,2310.16
"O53_2524_speA",137.2,130.93,153.65,243.53,189.25,188.16,149.15,138.12,88.07,74.68,72.73,86.93,130.88,97.06,110.67,132.33,109.83,93.76
"O53_1369_hpnH",1098.86,973.78,931.07,1344.44,1063.82,737.83,815.8,807.93,970.23,1490.47,1371.67,1462.49,1518.48,1228.03,1243.12,1176.13,1113.16,955.4
"O53_3786_uvrA",69.5,75.64,90.72,91.67,63.26,68.55,121.61,153.07,56.96,56.53,45.18,45.35,53.11,54.72,48.96,47.77,41.93,65.04
"O53_3492_luxR",60.19,57.02,52.74,137.75,66.07,57.86,64.63,49.01,55.11,57.55,46,39.96,48.25,40.94,73.32,61.39,44.84,44.97
"O53_2483_O53_2483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_854_btpA",174.61,151.66,159.13,377.64,181.32,148.31,263.58,358.33,308.92,556.5,338.88,480.73,507.62,443.84,414.38,352.91,349.46,582.55
"O53_1090_ccmK-1",3074.55,2612.8,2216.29,1469.29,1415.93,1260.54,2426.23,1828.05,1078.26,2783.09,2933.53,2260.66,3117.34,1927.14,993.56,1232.95,1161.27,1598.37
"O53_4892_rpoD-1",548.48,216.4,175.06,1402.68,1102.89,1507.7,237.46,131.66,330.85,227.29,391.14,261.31,286.29,452.89,541.13,776.29,312.77,204.93
"O53_3260_O53_3260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2339_O53_2339",70.1,88.29,90.59,121.26,97.47,103.43,91.04,76.02,69.24,63.06,44.84,53.81,55.96,45.22,57.25,40.65,39.14,47.92
"O53_5050_hpnB",8.24,5.92,11.33,6.5,8.03,11.6,8.69,9.54,11.91,5.44,8.2,7.38,9.55,7.16,7.99,5.75,4.18,6.51
"O53_5347_O53_5347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5389_O53_5389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_753_O53_753",4.39,10.93,0,30.06,27.73,2.67,27.8,7.33,25.17,0,9.78,17.34,18.58,0,15.54,5.77,8.85,20.06
"O53_1463_O53_1463",0.51,0.09,0,0.21,0.14,0.14,0.9,0.06,0,0,0.26,0.09,0.2,0.09,0.15,0,0.09,0
"O53_682_O53_682",0,0,1.5,0,0,0,3.05,0.54,6.07,0,0,0,1.79,0,0,0,0,2.33
"O53_395_O53_395",326.18,376.76,362.22,453.42,333.49,310.5,204.38,257.21,267.72,138.24,140.45,178.12,194.77,145.21,187.01,189.35,156.07,273.7
"O53_3768_O53_3768",93.54,83.66,87.16,105.74,67.53,52.09,54.74,80.57,152,78.82,72.17,89.81,90.9,77.13,74.51,89.96,85.01,72.86
"O53_2643_O53_2643",0,0,1.04,1.02,0,0.41,0,0,1.42,0,0,0,0,0,0.84,0,0,0
"O53_4087_O53_4087",108.21,62.41,81.29,63.19,49.12,51.54,107.1,119.81,85.24,69.09,100.79,121.08,178.18,127.63,138.11,120.76,100.98,81.32
"O53_4760_rbcR",133.7,149.23,117.5,202.3,201.18,229.96,129.78,108.71,98.66,85.8,63.93,70.77,79.78,78.07,63.98,55.86,80.73,143.27
"O53_4867_O53_4867",9.3,9.85,23.01,21.86,18.41,14.47,46.28,20.58,0,33.06,32.29,4.08,0,21.7,14.31,43.34,22.62,46.45
"O53_1097_kaiA",95.39,75.6,94.01,159.86,114.15,131.39,124.39,141.59,57.53,58.93,50.74,69.96,83.25,79.42,121.89,95.9,73.34,58.2
"O53_2326_abfT-1",0.29,0.18,1.31,0,0.29,0,0.15,1.47,0,2.06,2.29,1.59,0.97,2.73,0.44,1.73,1.56,2.8
"O53_4847_O53_4847",14.64,20.53,26.56,72.72,82.59,76.24,13.42,17.1,96.17,12.66,21.65,21.08,29.94,47.61,55.56,5.91,57.4,57.98
"O53_1641_O53_1641",66.83,64.81,198.16,135.97,140.56,239.51,346.08,338.12,206.71,38.42,92.95,56.88,8.34,34.05,27.47,0.57,29.34,128.76
"O53_3710_O53_3710",75.44,49.75,75.84,61.27,33.62,44.8,60.62,61.49,84.57,32.08,28.32,34.93,61.1,37.78,32.88,35.68,41.36,37.32
"O53_1342_O53_1342",167.27,198.21,169.47,184.63,145.99,128.37,243.73,208.61,137.53,316.95,217.46,213.65,220.19,180.25,133.22,161.84,153.69,216.59
"O53_1010_pdhA",208.87,208.96,180.89,266.68,154.35,145.59,197.77,203.43,166.39,230.25,219.16,233.19,273.21,244.85,274.66,277.75,200.7,201.15
"O53_4722_dnaK-2",82.61,56.92,73.32,105.46,59.17,95.37,127.12,153.18,109.4,48.8,46.18,69.78,62.46,67.2,66.97,52.91,54.86,108.82
"O53_1678_O53_1678",603.07,367.58,410.62,706.52,175.68,140.81,231.72,153.96,97.85,285.21,279.28,416.81,533.49,490.36,469.77,592.49,321.36,169.65
"O53_2545_O53_2545",4.3,5.82,13.55,7.18,8.76,10.63,12.12,21.71,21.81,3.31,8.03,6.16,2.27,2.9,3.79,0.5,4.06,9.92
"O53_1074_O53_1074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_440_pabB",52.68,47.09,71.64,56.15,56.79,90.93,61.54,79.74,38.59,32.02,17.67,26.93,34.02,32.5,28.77,33.88,34.56,40.06
"O53_3225_fdx",174.71,87.16,127.48,363.67,226.19,290.65,185.49,183.48,101.1,127.83,163.45,133.79,147.38,115.3,185.2,113.98,81.88,127.2
"O53_2378_O53_2378",124.71,140.04,121.44,131.39,98.88,87.84,123.64,165.17,125.47,148,68.72,63.85,85.21,50.61,79.06,95.35,68.35,119.6
"O53_1386_O53_1386",5.03,10.72,25.95,37.12,33.81,61.22,34.66,59.83,65.71,21.62,15.32,15.94,3.28,10.1,10.15,0.19,15.74,64.84
"O53_3069_O53_3069",9.94,6.23,8.07,11.66,1.54,3.44,0.53,4.44,0,2.73,0,1.35,1.85,6.78,1.83,3.17,0.74,0
"O53_1185_spkA",70.64,54.71,53.99,78.2,55.49,49.9,83.35,60.31,52.92,78.45,56.61,82.04,118.47,68.53,129.65,77.88,86.4,65.53
"O53_2920_cmpA",153.77,75.85,64.18,9.64,5.74,31.99,263.5,114.03,12.11,184.36,302.71,111.03,165.29,304.15,136.9,143.98,109.33,65.73
"O53_2402_rpmE",167.02,155.38,163.12,71.76,47.5,72.38,89.57,43.58,64.79,178.05,166.22,186.59,331.94,313.96,93.47,219.83,217.41,109.95
"O53_1707_ccmN",285.96,271.24,269.23,162.88,111.43,176.54,463.26,488.81,155.66,559.49,369.45,361.9,407.81,241.16,113.73,143.53,188.51,444.95
"O53_5272_O53_5272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2884_O53_2884",46.87,26.54,37.33,41.94,46.39,48.78,46.98,56.37,24.44,43.21,20.9,38.61,53.05,46.11,32.38,20.29,21.84,68.22
"O53_2499_crcB-1",2.51,0,1.83,0.85,1.37,2.47,1.22,1.59,3.42,0,1.67,0.96,0,0,0,0.42,0,0
"O53_3571_O53_3571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4942_O53_4942",7.26,5.25,7.44,12.76,5.87,9.35,16.55,16.63,5.84,7.36,7.19,11.51,20.62,16.03,24.47,5.56,6.6,12.14
"O53_1136_O53_1136",113.97,83.01,113.13,76.08,75.36,81.35,83.5,77.57,84.63,76.62,73,74.02,88.22,94.63,106.69,54.15,63.53,57.45
"O53_2076_tldD",405.02,504.86,715.36,1561.87,818.85,994.08,800.19,958.89,838.76,524.16,633.44,584.2,745.99,706.12,726.37,594.91,702.74,1173.02
"O53_4595_O53_4595",36.75,22.03,27.77,51.6,33.16,38.73,38.49,34.16,24.72,25.2,16.87,19.96,31.48,28.27,41.81,22.34,19.21,26.38
"O53_2900_tuaD",427.18,352.79,244.35,208.64,151.75,145.29,227.95,165.14,217.53,477.42,450.03,482.4,711.83,373.68,557.8,517.27,588.7,228.11
"O53_72_O53_72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5260_O53_5260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_824_O53_824",0,0,0,0,0,0,5.91,0.5,0,0,0,0,0,0,0,0,0,0
"O53_945_O53_945",715,641.38,990.66,770.92,876.54,805.03,314.74,515.29,2491.54,392.49,718.44,1270.92,893.94,711.83,1405.56,720.74,911.44,805.92
"O53_5402_O53_5402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5007_O53_5007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4941_map",171,191.23,157.69,510.7,221.12,162.92,157.04,137.93,131.28,156.52,136.89,156.28,187.55,205.11,196.1,216.37,157.31,142.02
"O53_2544_O53_2544",215.6,225.72,258.12,278.55,330.66,341.17,171.18,161.86,233.31,119.97,86.1,111.44,127.03,96.29,167.21,116.52,86.55,128.03
"O53_3358_O53_3358",109.73,98.61,99.72,154.41,148.98,132.19,83.16,79.25,161.14,141.09,191.98,172.41,162.77,177.66,216.35,126.76,140.64,230.76
"O53_1892_O53_1892",122.54,73.39,169.15,64.98,62.3,88.73,137.1,161.04,107.63,59.38,79.66,102.26,172.06,102.07,128.18,91.96,92.48,106.58
"O53_1277_ureG",96.69,70.9,109.21,128.33,116.15,108.43,171.59,204.41,131.59,73.49,64.81,74.58,108.54,66.87,81.95,23.34,48.85,123.3
"O53_2604_O53_2604",0,0,0,2.93,0,0.62,3.87,1.5,0,1.31,1.18,1.47,1.64,0,0.61,0,0,1.53
"O53_626_O53_626",4.59,2.02,9.55,19.25,3.51,19.72,4.29,8.73,3.36,3.45,1.25,1.12,0,0,0,0,1.13,6.72
"O53_3310_O53_3310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2737_O53_2737",729.31,827.41,761.61,386.83,391.95,431.04,565.81,353.64,368.91,370.32,278.45,242.29,316.9,208.83,218.6,365.83,290.72,375.48
"O53_1276_pdhC",334.18,267.8,318.8,255.8,244.96,190.45,376.88,471.92,298.93,283.26,343.94,382.69,407.87,447.69,262.16,241.78,305.45,479.18
"O53_1737_O53_1737",18.17,13.99,18.42,13.65,10.2,12.49,17.56,17.45,18.87,11.43,11.03,16.32,21.11,14.85,16.78,12.89,11.07,14.99
"O53_2804_O53_2804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1412_pyrE",161.5,112.14,94.01,76.71,66.03,58.42,104.05,104.08,53.16,171.81,145.01,155.33,195.63,159.3,145.47,130.37,79.67,78.77
"O53_5332_O53_5332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1441_furB",173.85,231.7,235.97,314.18,214.26,189.18,200.57,220.77,251.04,124.67,93.5,135.54,180.4,140.79,160.13,125.57,126.5,198.87
"O53_3823_O53_3823",206.18,172.98,137.07,206,102.9,71.9,174.92,121.54,112.52,378.81,329.98,414.59,375.9,344.12,393.65,201.85,162.66,213.21
"O53_2127_O53_2127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_165_trpD",54.62,54.83,60.64,59.73,46.62,46.48,94.96,134.29,61.41,92.57,57.18,52.4,72.07,85.72,52.37,69.3,62.32,68.32
"O53_4986_O53_4986",21.65,12.26,6.27,23.19,11.38,8.64,17.69,15.12,23.1,34.44,10.09,19.54,46.65,20.33,26.67,44.42,12.57,17.16
"O53_5124_O53_5124",40.91,27.45,37.48,12.12,13.76,11.59,23.69,17.47,27.94,20.32,15.81,16.26,22.89,17.76,32.66,26.47,14.71,23.43
"O53_2375_O53_2375",109.23,112.06,112.8,236.14,269.48,228.75,55.64,70.31,31.62,37.59,41.22,35.09,67.95,54.75,52.54,64.22,37.86,60.72
"O53_1030_O53_1030",284.49,187.15,236.69,308.33,243.38,218.61,125.82,154.68,78.21,86.33,112.12,65.11,226.65,145.7,62.99,51.93,0,28.98
"O53_5142_sat",443.53,432,466.23,381.25,245.68,219.28,384.84,303.27,263.21,283.12,218.78,241.9,276.67,275.61,243,302.88,262.31,270.43
"O53_3621_O53_3621",193.42,318.31,300.05,102.29,97.25,90.39,132.55,179.05,122.57,54.07,73.72,64.73,120.6,115.02,115.98,183.48,129.12,150.97
"O53_3681_rumA",37.04,30.71,54.89,119.65,82.48,134.19,67.3,73.96,55.97,33.94,28.02,48.16,53.13,45.45,54.96,44.16,32.9,58.47
"O53_2503_O53_2503",131.28,73.41,89.47,93.69,90.65,102.42,79,91.25,83.54,71.71,57.54,67.03,68.14,83.69,67.17,69.48,61.46,75.79
"O53_416_O53_416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4829_ecaA",32,25.86,28.2,98.62,28.8,21.74,30.89,37.43,17.61,16.46,27.19,28.52,45.62,33.8,41.65,68.5,30.08,21.93
"O53_4769_O53_4769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4463_adhE",84.23,81.65,108.26,131.67,80.15,99.51,33.4,64.29,203.56,36.62,52.52,95.81,81.24,73.63,89.46,82.33,71.73,133.68
"O53_901_O53_901",407.2,279.4,366.66,535.18,693.03,641.39,418.18,282.2,235,231.46,201.74,215.8,268.26,237.06,294.46,282.02,210.88,263.73
"O53_3466_psbY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4138_O53_4138",3.53,4.18,6.49,16.87,11.97,20.74,6.48,20.86,9.06,4.83,11.06,4.08,3.94,9.68,6.03,2.52,6.14,18.69
"O53_3216_O53_3216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1012_O53_1012",3.94,5.2,5.32,4.91,4.29,8.94,5.59,6.52,4.28,0.44,2.68,2.91,0.33,2.24,2.14,1.59,2.04,3.86
"O53_3849_O53_3849",84.25,84.53,139.44,53.75,48.14,66.95,84.01,101.92,35.14,41.4,43.94,51.66,59.44,60.15,33.96,45.25,37.15,39.47
"O53_4705_O53_4705",59.16,42.54,49.97,83.65,56.52,73.83,25.14,27.75,10.56,18.81,14.49,19.49,31.66,42.2,31.13,30.36,25.58,29.84
"O53_2240_gvpA-3",2415.36,5111.26,8367.14,4475.8,3401.72,2454.79,2953.8,3943.92,6618.55,7530.21,7628.15,9238.56,10273.43,9319.45,3562.56,6512.1,8757.02,3994.1
"O53_916_O53_916",17.08,4.65,9.94,18.7,15.64,50.85,25.02,16.66,4.79,7.53,4.44,4.24,6.17,3.73,8.88,2.61,5,10.44
"O53_3898_pgk",1582.53,1898.7,1746.29,997.91,1244.4,1427.77,1956.72,1386.81,759.05,2670.14,1823.63,1489.28,1513.01,991.86,760.6,1081.39,904.79,1027.66
"O53_3281_terC",387.54,314.42,438.78,1044.07,1440.38,1243.47,292.01,347.68,643.59,770.26,1084.27,1204.34,1465.23,1004.94,1327.35,731.98,1114.58,1049.91
"O53_4869_O53_4869",1.77,1.21,4.57,2.35,3.33,2.5,6.22,6.58,4.45,2.4,0.65,1.81,2.26,1.02,1.38,3.71,3.06,2.64
"O53_3096_O53_3096",0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0
"O53_4773_O53_4773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_112_O53_112",0,1.36,0,3.15,4.48,3.66,7.06,9.51,2.18,3.1,14.14,2.51,0,0,1.07,0,1.61,5.21
"O53_2211_O53_2211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3227_O53_3227",15.49,29.73,52.65,30.94,38.82,45.13,75.8,126.49,101.72,46.62,64.07,53.51,30.35,25.22,80.33,16.01,82.41,50.24
"O53_4368_O53_4368",4.97,2.21,4.26,5.14,2.97,3.68,6.49,5.66,5.53,1.94,1.44,2.05,1.22,1.24,1.65,0.68,0.88,1.19
"O53_4165_O53_4165",28.96,21.56,14.81,34.74,48.66,49.55,41.49,35.14,44.27,42.35,19.47,16.38,29.77,16.49,49.74,15.87,24.51,47.95
"O53_2665_O53_2665",1.91,0,2.34,0.18,0.18,0.65,7.53,15.67,6.47,0.28,0.94,0,4.22,0.72,2.25,0.12,1.8,4.56
"O53_1150_O53_1150",35.26,70.56,97.05,74.87,135.63,161.04,113.74,143.04,70.06,16.84,16.18,19.25,13.71,14.47,41.74,8.99,27.31,99.07
"O53_3735_O53_3735",12.49,4.34,12.94,6.92,5.76,6.85,20.74,15.17,3.56,0.78,2.55,0.99,3.56,0.91,4.17,0.33,2.41,2.82
"O53_1461_O53_1461",9.37,2.08,7.75,20.69,12.41,27.44,22.21,22.66,30.8,14.83,5.68,5.27,10.61,12.1,16.08,4.47,6.22,25.04
"O53_1787_gumB",163.15,156.72,175.07,264.43,268.32,282.96,206.26,165.81,212.45,95.88,127.43,124.27,125.93,147.46,216.64,126.76,169.31,187.47
"O53_2765_nrtA",214.61,131.3,160.31,253.64,153.34,262.71,145.63,404.78,1149.01,98.15,283.33,613.16,283.61,67.02,657.65,228.19,551,1396.47
"O53_671_mntB",25.05,23.18,18.57,34.5,27.19,14.28,17.85,15.61,23.33,14.03,14.85,14.36,18.25,12.34,22.21,14.28,12.59,11.51
"O53_1552_O53_1552",27.96,17.44,30.62,94.78,39.82,43.68,28.63,31.32,54.4,13.59,10.28,14.23,25.17,16.82,7.59,25.72,18.68,23.9
"O53_5171_O53_5171",155.68,161.29,256.19,343.67,298.69,331.4,203.79,262.67,303.04,114.05,144.82,144.44,201.5,148.49,178.39,146,185.19,349.63
"O53_3425_O53_3425",536.73,471.34,545.89,803.13,730.93,586.8,235.29,270.33,642.76,282.76,338.02,476.94,592.28,482.42,817.3,480.51,553.04,816.26
"O53_5328_O53_5328",9.2,9.15,9.82,20.82,12.11,12.79,14.51,11.81,9.35,7.29,5.57,14.43,13.62,9.38,11.94,8.52,2.43,4.9
"O53_3539_O53_3539",13.01,10.28,11.86,14.55,5.39,5.04,6.9,4.76,4.15,8.73,3.46,7.65,11.04,4.15,11.81,4.18,4.39,3.53
"O53_935_O53_935",1.45,2.37,3.61,1.29,0.5,1.77,12.4,24.69,7.5,3.46,2.29,3.02,3.21,0.88,4.45,1.11,6.65,25.43
"O53_2851_eno",342.98,412.09,498.44,440.27,282.67,342.98,196.95,359.88,691.47,259.46,322.24,373.07,353.27,363.53,379.75,384.21,402.4,621.42
"O53_2902_murQ",75.01,79.26,80.86,173.35,92.4,118.36,86.23,95.81,55.86,64.36,52.24,45.88,60.43,55.55,62.61,59.83,36.16,49.84
"O53_1507_O53_1507",0.59,0,0,1.06,0.55,1.28,0.63,1.03,1.25,0,0.79,2.12,0.82,1.44,0.39,0,0.19,0.39
"O53_4177_pstC-2",5.52,6.76,6,13.84,3.87,1.15,5.16,4.14,9.16,15.53,32.64,39.51,10.58,26.5,14.83,11.14,8.62,4.03
"O53_3189_O53_3189",40.05,41.53,93.42,54.6,35.63,45.88,38.25,54.62,150.43,28.23,39.7,54.36,42.47,52.96,60.08,45.99,57.25,114.26
"O53_4122_folK",104.73,62.93,65.73,69.6,48.98,45.98,39,45.28,28.71,17.88,10.2,19.52,38.5,31.15,28.5,42.59,28.04,18.61
"O53_1002_O53_1002",2.29,2.41,0,1.17,4.85,8.82,11.65,11.99,6.82,10.12,5.62,0.44,0.64,2.36,2.18,0.6,4.72,4.76
"O53_2228_O53_2228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_661_O53_661",6.01,4.76,7.81,6.41,7,8.17,7.39,10.32,8.26,3.73,3.53,4.48,2.5,2.65,0.84,0.42,0.7,3.47
"O53_1637_O53_1637",108.74,111.24,145.55,116.36,113.23,92.92,142.21,156.73,175.81,127.77,95.98,105.79,109.59,109.25,109.48,96.8,76.77,117.7
"O53_3447_O53_3447",6.04,3.54,5.31,30.69,16.31,17.35,10.42,20.81,11.21,0.31,1.28,4.54,5.62,1.22,13.4,7.5,4.15,6.04
"O53_5309_O53_5309",186.78,151.4,209.86,284.18,158.34,154.35,172.29,243.86,182.42,79.35,75.32,123,156.91,119.91,125.68,189.12,183.36,182.58
"O53_2865_nblR",63.97,94.43,126.35,66.69,34.34,35.43,80.41,73.59,49.88,33.91,19.39,37.99,42.25,26.35,33.48,31.53,40.69,54.33
"O53_2781_O53_2781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1521_hetI",3.17,2.24,3.26,4.57,3.71,4.31,4.82,4.61,2.12,1.15,0.4,3.73,4.62,2.11,3.3,2.74,0.29,1.52
"O53_3725_O53_3725",49.38,25.26,21.66,32.58,14.36,6.68,9.59,0.75,4,8.47,4.96,7.04,7.33,4.52,10.54,10.18,3.82,1.56
"O53_4332_phrA",15.79,13.9,23.5,17.87,14.66,23.97,25.73,40.75,14.46,17.73,10.12,14.48,19.74,15.94,15.65,13.76,9.42,16.39
"O53_3017_O53_3017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3392_O53_3392",3.5,2.65,4.72,1.59,5.49,6.93,15.47,11.02,7.48,3.12,3.57,2.21,1.13,2.11,0.7,0,0.81,3.53
"O53_5238_O53_5238",5.25,1.32,1.69,0,11.13,5.31,8.7,9.34,10.27,10.08,14.75,0,9.44,11.95,14.76,0,0,10.61
"O53_299_tagO",138.37,116.23,114.62,380.35,188.65,202.71,128.38,128.96,141.54,214.16,151.67,192.14,252,203.82,202.99,240.31,207.43,185.98
"O53_4287_mcnB",2.28,3.99,7.39,6.19,4.33,5.08,11.15,13.97,9.8,3.52,1.94,2.87,2,1.98,1.8,2.15,2.98,4.31
"O53_4300_O53_4300",35.04,36.56,37.39,102.59,47.07,39.4,39.19,43.23,29.44,19.28,15.55,16.14,18.94,19.67,16.74,15.42,9.45,15.19
"O53_3996_O53_3996",186.11,243.28,425.99,17.36,10.91,10.86,483.64,787.4,135.8,65.66,47.87,42.45,100.16,42.67,45.55,49.17,86.82,188.67
"O53_4686_O53_4686",0,0,0,0,0,0,7.13,2.02,0,0,0,0,0,0,0,0,0,0
"O53_3553_O53_3553",2.62,6.09,7.17,12.64,10.34,7.53,31.34,37.42,9,7.28,21.19,8.13,1.42,7.52,7.28,4,2.14,12.7
"O53_2740_O53_2740",24.83,17.25,26.45,40.33,18.25,21.12,25.99,17.58,26,22.68,22.75,44.9,49.32,38.47,64.52,41.44,18.7,26
"O53_2438_appB",23.91,16.33,16.08,19.83,17.78,21.94,15.5,11.74,8.58,7.07,4.08,4.17,5.52,3.37,3.51,2.03,2.31,3.87
"O53_2542_O53_2542",3.54,2.27,1.12,2.62,11.4,20.6,15.86,48.4,12.19,0.89,0,6.99,5.06,1.85,6.9,6.43,5.79,25.97
"O53_2823_purK",102.82,109.74,118.08,107.28,85.18,80.83,134.34,141.49,66.36,104.9,84.82,94.31,124.9,110.98,97.47,135.22,102.46,101.71
"O53_1588_O53_1588",145.69,107.74,116.84,161.73,95.49,115.73,145.21,173.22,164.73,75.44,102.76,116.49,163.23,153.21,214.45,113.49,110.22,169.58
"O53_4229_O53_4229",16.5,21.1,32.11,82.01,36,28.43,38.45,65.67,37.17,55.5,12.54,32.55,40.14,31.28,47.9,17.26,10.96,45.89
"O53_1102_O53_1102",142.76,93.75,90.78,187.3,112.12,187.42,141.54,237.08,555.74,116.67,195.48,326.24,209.56,41.31,399.14,354,310.59,884.72
"O53_2060_O53_2060",31.42,27.61,37.01,66.06,62.74,69.24,38.25,52.13,29.19,36.6,45.81,31.48,63.11,44.48,61.82,45.84,46.66,61.35
"O53_3380_O53_3380",171.02,176.65,270.89,799.06,620.93,491.49,268.17,259.49,230.83,144.38,206.93,177.09,185.94,274.41,241.63,109.34,141,383.58
"O53_1337_O53_1337",165.46,60.97,89.94,45.5,63.08,91.37,133.04,91.29,100.7,166.31,57.09,158.56,239.23,76.86,169.2,71.15,39.14,163.56
"O53_1227_O53_1227",2063.5,4060.74,5136.05,5974.08,8097.16,11200.49,7060.02,8482.44,13922.06,8445.66,7171.38,6727.36,2578.68,4766.85,6310.66,812.83,3890.96,12525.91
"O53_3058_O53_3058",143.41,244.81,480.35,581.21,389.11,420.26,327.56,596.26,695.59,148.56,229.65,168.35,174.01,58.22,221.58,62.67,112.68,402.79
"O53_196_O53_196",5879.16,3644.75,4113.41,6323.86,4107.14,4227.78,3742.94,2285.38,47148.15,2784.79,2210.84,5434.18,1951.22,1161.13,9275.22,2537.98,4488.52,17489.3
"O53_2146_O53_2146",417.71,828.24,1337.83,168.72,62.09,98.15,991.98,1408.89,711.73,350.61,124.54,206.52,328.63,151.44,144.72,196.22,327.47,718.11
"O53_2396_O53_2396",2750.4,1933.61,1794.11,4191.92,2126.03,1715.25,1299.75,1280.3,937.78,2952.68,1888.31,3407,5367.43,2804.3,2930.32,2243.7,1355.95,1192.12
"O53_2276_O53_2276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
